REPRESENTATIVE,PARTY,STATE,VOTE,session,roll_no,chamber,congress,bio_url
Pallone,Democratic,New Jersey,NAY,1,524,House,105,
Pappas,Republican,New Jersey,YEA,1,524,House,105,
Parker,Republican,Mississippi,YEA,1,524,House,105,
Pascrell,Democratic,New Jersey,NAY,1,524,House,105,
Pastor,Democratic,Arizona,NAY,1,524,House,105,
Paul,Republican,Texas,NAY,1,524,House,105,
Paxon,Republican,New York,YEA,1,524,House,105,
Payne,Democratic,New Jersey,NAY,1,524,House,105,
Pease,Republican,Indiana,YEA,1,524,House,105,
Pelosi,Democratic,California,NAY,1,524,House,105,
Peterson (MN),Democratic,Minnesota,NAY,1,524,House,105,
Peterson (PA),Republican,Pennsylvania,YEA,1,524,House,105,
Petri,Republican,Wisconsin,YEA,1,524,House,105,
Pickering,Republican,Mississippi,YEA,1,524,House,105,
Pickett,Democratic,Virginia,NAY,1,524,House,105,
Pitts,Republican,Pennsylvania,YEA,1,524,House,105,
Pombo,Republican,California,YEA,1,524,House,105,
Pomeroy,Democratic,North Dakota,NAY,1,524,House,105,
Porter,Republican,Illinois,YEA,1,524,House,105,
Portman,Republican,Ohio,YEA,1,524,House,105,
Poshard,Democratic,Illinois,NAY,1,524,House,105,
Price (NC),Democratic,North Carolina,NAY,1,524,House,105,
Pryce (OH),Republican,Ohio,YEA,1,524,House,105,
Quinn,Republican,New York,YEA,1,524,House,105,
Radanovich,Republican,California,YEA,1,524,House,105,
Rahall,Democratic,West Virginia,NAY,1,524,House,105,
Ramstad,Republican,Minnesota,YEA,1,524,House,105,
Rangel,Democratic,New York,NAY,1,524,House,105,
Redmond,Republican,New Mexico,YEA,1,524,House,105,
Regula,Republican,Ohio,YEA,1,524,House,105,
Reyes,Democratic,Texas,NAY,1,524,House,105,
Riggs,Republican,California,YEA,1,524,House,105,
Riley,Republican,Alabama,YEA,1,524,House,105,
Rivers,Democratic,Michigan,NAY,1,524,House,105,
Rodriguez,Democratic,Texas,NAY,1,524,House,105,
Roemer,Democratic,Indiana,NAY,1,524,House,105,
Rogan,Republican,California,YEA,1,524,House,105,
Rogers,Republican,Kentucky,YEA,1,524,House,105,
Rohrabacher,Republican,California,YEA,1,524,House,105,
Ros-Lehtinen,Republican,Florida,YEA,1,524,House,105,
Rothman,Democratic,New Jersey,NAY,1,524,House,105,
Roukema,Republican,New Jersey,YEA,1,524,House,105,
Roybal-Allard,Democratic,California,NAY,1,524,House,105,
Royce,Republican,California,YEA,1,524,House,105,
Rush,Democratic,Illinois,NAY,1,524,House,105,
Ryun,Republican,Kansas,YEA,1,524,House,105,
Sabo,Democratic,Minnesota,NAY,1,524,House,105,
Salmon,Republican,Arizona,YEA,1,524,House,105,
Sanchez,Democratic,California,NAY,1,524,House,105,
Sanders,Independent,Vermont,NAY,1,524,House,105,
Sandlin,Democratic,Texas,NAY,1,524,House,105,
Sanford,Republican,South Carolina,YEA,1,524,House,105,
Sawyer,Democratic,Ohio,NAY,1,524,House,105,
Saxton,Republican,New Jersey,YEA,1,524,House,105,
Scarborough,Republican,Florida,YEA,1,524,House,105,
"Schaefer, Dan",Republican,Colorado,YEA,1,524,House,105,
"Schaffer, Bob",Republican,Colorado,YEA,1,524,House,105,
Schiff,Republican,New Mexico,NOT VOTING,1,524,House,105,
Schumer,Democratic,New York,NAY,1,524,House,105,
Scott,Democratic,Virginia,NAY,1,524,House,105,
Sensenbrenner,Republican,Wisconsin,YEA,1,524,House,105,
Serrano,Democratic,New York,NAY,1,524,House,105,
Sessions,Republican,Texas,YEA,1,524,House,105,
Shadegg,Republican,Arizona,YEA,1,524,House,105,
Shaw,Republican,Florida,YEA,1,524,House,105,
Shays,Republican,Connecticut,YEA,1,524,House,105,
Sherman,Democratic,California,NAY,1,524,House,105,
Shimkus,Republican,Illinois,YEA,1,524,House,105,
Shuster,Republican,Pennsylvania,YEA,1,524,House,105,
Sisisky,Democratic,Virginia,NAY,1,524,House,105,
Skaggs,Democratic,Colorado,NAY,1,524,House,105,
Skeen,Republican,New Mexico,YEA,1,524,House,105,
Skelton,Democratic,Missouri,NAY,1,524,House,105,
Slaughter,Democratic,New York,NAY,1,524,House,105,
Smith (MI),Republican,Michigan,YEA,1,524,House,105,
Smith (NJ),Republican,New Jersey,YEA,1,524,House,105,
Smith (OR),Republican,Oregon,YEA,1,524,House,105,
Smith (TX),Republican,Texas,YEA,1,524,House,105,
"Smith, Adam",Democratic,Washington,NAY,1,524,House,105,
"Smith, Linda",Republican,Washington,YEA,1,524,House,105,
Snowbarger,Republican,Kansas,YEA,1,524,House,105,
Snyder,Democratic,Arkansas,NAY,1,524,House,105,
Solomon,Republican,New York,YEA,1,524,House,105,
Souder,Republican,Indiana,YEA,1,524,House,105,
Spence,Republican,South Carolina,YEA,1,524,House,105,
Spratt,Democratic,South Carolina,NAY,1,524,House,105,
Stabenow,Democratic,Michigan,NAY,1,524,House,105,
Stark,Democratic,California,NAY,1,524,House,105,
Stearns,Republican,Florida,YEA,1,524,House,105,
Stenholm,Democratic,Texas,NAY,1,524,House,105,
Stokes,Democratic,Ohio,NAY,1,524,House,105,
Strickland,Democratic,Ohio,NAY,1,524,House,105,
Stump,Republican,Arizona,YEA,1,524,House,105,
Stupak,Democratic,Michigan,NAY,1,524,House,105,
Sununu,Republican,New Hampshire,YEA,1,524,House,105,
Talent,Republican,Missouri,YEA,1,524,House,105,
Tanner,Democratic,Tennessee,YEA,1,524,House,105,
Tauscher,Democratic,California,YEA,1,524,House,105,
Tauzin,Republican,Louisiana,YEA,1,524,House,105,
Taylor (MS),Democratic,Mississippi,YEA,1,524,House,105,
Taylor (NC),Republican,North Carolina,YEA,1,524,House,105,
Thomas,Republican,California,YEA,1,524,House,105,
Thompson,Democratic,Mississippi,NAY,1,524,House,105,
Thornberry,Republican,Texas,YEA,1,524,House,105,
Thune,Republican,South Dakota,YEA,1,524,House,105,
Thurman,Democratic,Florida,NAY,1,524,House,105,
Tiahrt,Republican,Kansas,YEA,1,524,House,105,
Tierney,Democratic,Massachusetts,NAY,1,524,House,105,
Torres,Democratic,California,NAY,1,524,House,105,
Towns,Democratic,New York,NAY,1,524,House,105,
Traficant,Democratic,Ohio,NAY,1,524,House,105,
Turner,Democratic,Texas,NAY,1,524,House,105,
Upton,Republican,Michigan,YEA,1,524,House,105,
Velazquez,Democratic,New York,NAY,1,524,House,105,
Vento,Democratic,Minnesota,NAY,1,524,House,105,
Visclosky,Democratic,Indiana,NOT VOTING,1,524,House,105,
Walsh,Republican,New York,YEA,1,524,House,105,
Wamp,Republican,Tennessee,YEA,1,524,House,105,
Waters,Democratic,California,NAY,1,524,House,105,
Watkins,Republican,Oklahoma,YEA,1,524,House,105,
Watt (NC),Democratic,North Carolina,NAY,1,524,House,105,
Watts (OK),Republican,Oklahoma,YEA,1,524,House,105,
Waxman,Democratic,California,NAY,1,524,House,105,
Weldon (FL),Republican,Florida,YEA,1,524,House,105,
Weldon (PA),Republican,Pennsylvania,YEA,1,524,House,105,
Weller,Republican,Illinois,YEA,1,524,House,105,
Wexler,Democratic,Florida,NAY,1,524,House,105,
Weygand,Democratic,Rhode Island,NAY,1,524,House,105,
White,Republican,Washington,YEA,1,524,House,105,
Whitfield,Republican,Kentucky,YEA,1,524,House,105,
Wicker,Republican,Mississippi,YEA,1,524,House,105,
Wise,Democratic,West Virginia,NAY,1,524,House,105,
Wolf,Republican,Virginia,YEA,1,524,House,105,
Woolsey,Democratic,California,NAY,1,524,House,105,
Wynn,Democratic,Maryland,NAY,1,524,House,105,
Yates,Democratic,Illinois,NAY,1,524,House,105,
Young (AK),Republican,Alaska,YEA,1,524,House,105,
Young (FL),Republican,Florida,YEA,1,524,House,105,
Abercrombie,Democratic,Hawaii,NAY,1,569,House,105,
Ackerman,Democratic,New York,NOT VOTING,1,569,House,105,
Aderholt,Republican,Alabama,YEA,1,569,House,105,
Allen,Democratic,Maine,NAY,1,569,House,105,
Andrews,Democratic,New Jersey,NAY,1,569,House,105,
Archer,Republican,Texas,YEA,1,569,House,105,
Armey,Republican,Texas,YEA,1,569,House,105,
Bachus,Republican,Alabama,YEA,1,569,House,105,
Baesler,Democratic,Kentucky,NAY,1,569,House,105,
Baker,Republican,Louisiana,YEA,1,569,House,105,
Baldacci,Democratic,Maine,NAY,1,569,House,105,
Ballenger,Republican,North Carolina,YEA,1,569,House,105,
Barcia,Democratic,Michigan,NAY,1,569,House,105,
Barr,Republican,Georgia,YEA,1,569,House,105,
Barrett (NE),Republican,Nebraska,NAY,1,569,House,105,
Barrett (WI),Democratic,Wisconsin,NAY,1,569,House,105,
Bartlett,Republican,Maryland,YEA,1,569,House,105,
Barton,Republican,Texas,YEA,1,569,House,105,
Bass,Republican,New Hampshire,YEA,1,569,House,105,
Bateman,Republican,Virginia,YEA,1,569,House,105,
Becerra,Democratic,California,NAY,1,569,House,105,
Bentsen,Democratic,Texas,NAY,1,569,House,105,
Bereuter,Republican,Nebraska,NAY,1,569,House,105,
Berman,Democratic,California,NAY,1,569,House,105,
Berry,Democratic,Arkansas,NAY,1,569,House,105,
Bilbray,Republican,California,YEA,1,569,House,105,
Bilirakis,Republican,Florida,YEA,1,569,House,105,
Bishop,Democratic,Georgia,NAY,1,569,House,105,
Blagojevich,Democratic,Illinois,NAY,1,569,House,105,
Bliley,Republican,Virginia,YEA,1,569,House,105,
Blumenauer,Democratic,Oregon,NAY,1,569,House,105,
Blunt,Republican,Missouri,NAY,1,569,House,105,
Boehlert,Republican,New York,NAY,1,569,House,105,
Boehner,Republican,Ohio,YEA,1,569,House,105,
Bonilla,Republican,Texas,YEA,1,569,House,105,
Bonior,Democratic,Michigan,NAY,1,569,House,105,
Bono,Republican,California,YEA,1,569,House,105,
Borski,Democratic,Pennsylvania,NAY,1,569,House,105,
Boswell,Democratic,Iowa,NAY,1,569,House,105,
Boucher,Democratic,Virginia,NAY,1,569,House,105,
Boyd,Democratic,Florida,NAY,1,569,House,105,
Brady,Republican,Texas,YEA,1,569,House,105,
Brown (CA),Democratic,California,NAY,1,569,House,105,
Brown (FL),Democratic,Florida,NAY,1,569,House,105,
Brown (OH),Democratic,Ohio,NAY,1,569,House,105,
Bryant,Republican,Tennessee,YEA,1,569,House,105,
Bunning,Republican,Kentucky,YEA,1,569,House,105,
Burr,Republican,North Carolina,NAY,1,569,House,105,
Burton,Republican,Indiana,YEA,1,569,House,105,
Buyer,Republican,Indiana,YEA,1,569,House,105,
Callahan,Republican,Alabama,YEA,1,569,House,105,
Calvert,Republican,California,YEA,1,569,House,105,
Camp,Republican,Michigan,YEA,1,569,House,105,
Campbell,Republican,California,YEA,1,569,House,105,
Canady,Republican,Florida,YEA,1,569,House,105,
Cannon,Republican,Utah,NAY,1,569,House,105,
Cardin,Democratic,Maryland,NAY,1,569,House,105,
Carson,Democratic,Indiana,NAY,1,569,House,105,
Castle,Republican,Delaware,NAY,1,569,House,105,
Chabot,Republican,Ohio,YEA,1,569,House,105,
Chambliss,Republican,Georgia,YEA,1,569,House,105,
Chenoweth,Republican,Idaho,YEA,1,569,House,105,
Christensen,Republican,Nebraska,YEA,1,569,House,105,
Clay,Democratic,Missouri,NAY,1,569,House,105,
Clayton,Democratic,North Carolina,NAY,1,569,House,105,
Clement,Democratic,Tennessee,NAY,1,569,House,105,
Clyburn,Democratic,South Carolina,NAY,1,569,House,105,
Coble,Republican,North Carolina,YEA,1,569,House,105,
Coburn,Republican,Oklahoma,NOT VOTING,1,569,House,105,
Collins,Republican,Georgia,NAY,1,569,House,105,
Combest,Republican,Texas,YEA,1,569,House,105,
Condit,Democratic,California,NAY,1,569,House,105,
Conyers,Democratic,Michigan,NAY,1,569,House,105,
Cook,Republican,Utah,YEA,1,569,House,105,
Cooksey,Republican,Louisiana,YEA,1,569,House,105,
Costello,Democratic,Illinois,NAY,1,569,House,105,
Cox,Republican,California,YEA,1,569,House,105,
Coyne,Democratic,Pennsylvania,NAY,1,569,House,105,
Cramer,Democratic,Alabama,NAY,1,569,House,105,
Crane,Republican,Illinois,YEA,1,569,House,105,
Crapo,Republican,Idaho,YEA,1,569,House,105,
Cubin,Republican,Wyoming,NOT VOTING,1,569,House,105,
Cummings,Democratic,Maryland,NAY,1,569,House,105,
Cunningham,Republican,California,YEA,1,569,House,105,
Danner,Democratic,Missouri,NAY,1,569,House,105,
Davis (FL),Democratic,Florida,NAY,1,569,House,105,
Davis (IL),Democratic,Illinois,NAY,1,569,House,105,
Davis (VA),Republican,Virginia,NAY,1,569,House,105,
Deal,Republican,Georgia,YEA,1,569,House,105,
DeFazio,Democratic,Oregon,NAY,1,569,House,105,
DeGette,Democratic,Colorado,NAY,1,569,House,105,
Delahunt,Democratic,Massachusetts,NAY,1,569,House,105,
DeLauro,Democratic,Connecticut,NAY,1,569,House,105,
DeLay,Republican,Texas,YEA,1,569,House,105,
Dellums,Democratic,California,NAY,1,569,House,105,
Deutsch,Democratic,Florida,NAY,1,569,House,105,
Diaz-Balart,Republican,Florida,YEA,1,569,House,105,
Dickey,Republican,Arkansas,YEA,1,569,House,105,
Dicks,Democratic,Washington,NAY,1,569,House,105,
Dingell,Democratic,Michigan,NAY,1,569,House,105,
Dixon,Democratic,California,NAY,1,569,House,105,
Doggett,Democratic,Texas,NAY,1,569,House,105,
Dooley,Democratic,California,NAY,1,569,House,105,
Doolittle,Republican,California,YEA,1,569,House,105,
Doyle,Democratic,Pennsylvania,NAY,1,569,House,105,
Dreier,Republican,California,YEA,1,569,House,105,
Duncan,Republican,Tennessee,YEA,1,569,House,105,
Dunn,Republican,Washington,YEA,1,569,House,105,
Edwards,Democratic,Texas,NAY,1,569,House,105,
Ehlers,Republican,Michigan,YEA,1,569,House,105,
Ehrlich,Republican,Maryland,YEA,1,569,House,105,
Emerson,Republican,Missouri,YEA,1,569,House,105,
Engel,Democratic,New York,NAY,1,569,House,105,
English,Republican,Pennsylvania,NAY,1,569,House,105,
Ensign,Republican,Nevada,YEA,1,569,House,105,
Eshoo,Democratic,California,NAY,1,569,House,105,
Etheridge,Democratic,North Carolina,NAY,1,569,House,105,
Evans,Democratic,Illinois,NAY,1,569,House,105,
Everett,Republican,Alabama,YEA,1,569,House,105,
Ewing,Republican,Illinois,YEA,1,569,House,105,
Farr,Democratic,California,NAY,1,569,House,105,
Fattah,Democratic,Pennsylvania,NAY,1,569,House,105,
Fawell,Republican,Illinois,NAY,1,569,House,105,
Fazio,Democratic,California,NAY,1,569,House,105,
Filner,Democratic,California,NAY,1,569,House,105,
Flake,Democratic,New York,YEA,1,569,House,105,
Foglietta,Democratic,Pennsylvania,NOT VOTING,1,569,House,105,
Foley,Republican,Florida,YEA,1,569,House,105,
Forbes,Republican,New York,YEA,1,569,House,105,
Ford,Democratic,Tennessee,NAY,1,569,House,105,
Fowler,Republican,Florida,YEA,1,569,House,105,
Fox,Republican,Pennsylvania,YEA,1,569,House,105,
Frank (MA),Democratic,Massachusetts,NAY,1,569,House,105,
Franks (NJ),Republican,New Jersey,YEA,1,569,House,105,
Frelinghuysen,Republican,New Jersey,NAY,1,569,House,105,
Frost,Democratic,Texas,NAY,1,569,House,105,
Furse,Democratic,Oregon,NAY,1,569,House,105,
Gallegly,Republican,California,YEA,1,569,House,105,
Ganske,Republican,Iowa,YEA,1,569,House,105,
Gejdenson,Democratic,Connecticut,NAY,1,569,House,105,
Gekas,Republican,Pennsylvania,YEA,1,569,House,105,
Gephardt,Democratic,Missouri,NAY,1,569,House,105,
Gibbons,Republican,Nevada,YEA,1,569,House,105,
Gilchrest,Republican,Maryland,YEA,1,569,House,105,
Gillmor,Republican,Ohio,YEA,1,569,House,105,
Gilman,Republican,New York,NAY,1,569,House,105,
Gingrich,Republican,Georgia,YEA,1,569,House,105,
Gonzalez,Democratic,Texas,NOT VOTING,1,569,House,105,
Goode,Democratic,Virginia,NAY,1,569,House,105,
Goodlatte,Republican,Virginia,NAY,1,569,House,105,
Goodling,Republican,Pennsylvania,YEA,1,569,House,105,
Gordon,Democratic,Tennessee,NAY,1,569,House,105,
Goss,Republican,Florida,YEA,1,569,House,105,
Graham,Republican,South Carolina,YEA,1,569,House,105,
Granger,Republican,Texas,YEA,1,569,House,105,
Green,Democratic,Texas,NAY,1,569,House,105,
Greenwood,Republican,Pennsylvania,YEA,1,569,House,105,
Gutierrez,Democratic,Illinois,NAY,1,569,House,105,
Gutknecht,Republican,Minnesota,YEA,1,569,House,105,
Hall (OH),Democratic,Ohio,NAY,1,569,House,105,
Hall (TX),Democratic,Texas,YEA,1,569,House,105,
Hamilton,Democratic,Indiana,NAY,1,569,House,105,
Hansen,Republican,Utah,YEA,1,569,House,105,
Harman,Democratic,California,NAY,1,569,House,105,
Hastert,Republican,Illinois,YEA,1,569,House,105,
Hastings (FL),Democratic,Florida,NAY,1,569,House,105,
Hastings (WA),Republican,Washington,YEA,1,569,House,105,
Hayworth,Republican,Arizona,YEA,1,569,House,105,
Hefley,Republican,Colorado,YEA,1,569,House,105,
Hefner,Democratic,North Carolina,NAY,1,569,House,105,
Herger,Republican,California,YEA,1,569,House,105,
Hill,Republican,Montana,YEA,1,569,House,105,
Hilleary,Republican,Tennessee,YEA,1,569,House,105,
Hilliard,Democratic,Alabama,NAY,1,569,House,105,
Hinchey,Democratic,New York,NAY,1,569,House,105,
Hinojosa,Democratic,Texas,NAY,1,569,House,105,
Hobson,Republican,Ohio,YEA,1,569,House,105,
Hoekstra,Republican,Michigan,YEA,1,569,House,105,
Holden,Democratic,Pennsylvania,NOT VOTING,1,569,House,105,
Hooley,Democratic,Oregon,NAY,1,569,House,105,
Horn,Republican,California,NAY,1,569,House,105,
Hostettler,Republican,Indiana,YEA,1,569,House,105,
Houghton,Republican,New York,NAY,1,569,House,105,
Hoyer,Democratic,Maryland,NAY,1,569,House,105,
Hulshof,Republican,Missouri,YEA,1,569,House,105,
Hunter,Republican,California,YEA,1,569,House,105,
Hutchinson,Republican,Arkansas,NAY,1,569,House,105,
Hyde,Republican,Illinois,YEA,1,569,House,105,
Inglis,Republican,South Carolina,YEA,1,569,House,105,
Istook,Republican,Oklahoma,YEA,1,569,House,105,
Jackson (IL),Democratic,Illinois,NAY,1,569,House,105,
Jackson-Lee (TX),Democratic,Texas,NAY,1,569,House,105,
Jefferson,Democratic,Louisiana,NAY,1,569,House,105,
Jenkins,Republican,Tennessee,NAY,1,569,House,105,
John,Democratic,Louisiana,YEA,1,569,House,105,
Johnson (CT),Republican,Connecticut,NAY,1,569,House,105,
Johnson (WI),Democratic,Wisconsin,NAY,1,569,House,105,
"Johnson, E. B.",Democratic,Texas,NAY,1,569,House,105,
"Johnson, Sam",Republican,Texas,YEA,1,569,House,105,
Jones,Republican,North Carolina,YEA,1,569,House,105,
Kanjorski,Democratic,Pennsylvania,NAY,1,569,House,105,
Kaptur,Democratic,Ohio,NAY,1,569,House,105,
Kasich,Republican,Ohio,YEA,1,569,House,105,
Kelly,Republican,New York,YEA,1,569,House,105,
Kennedy (MA),Democratic,Massachusetts,NAY,1,569,House,105,
Kennedy (RI),Democratic,Rhode Island,NAY,1,569,House,105,
Kennelly,Democratic,Connecticut,NAY,1,569,House,105,
Kildee,Democratic,Michigan,NAY,1,569,House,105,
Kilpatrick,Democratic,Michigan,NAY,1,569,House,105,
Kim,Republican,California,YEA,1,569,House,105,
Kind (WI),Democratic,Wisconsin,NAY,1,569,House,105,
King (NY),Republican,New York,YEA,1,569,House,105,
Kingston,Republican,Georgia,YEA,1,569,House,105,
Kleczka,Democratic,Wisconsin,NAY,1,569,House,105,
Klink,Democratic,Pennsylvania,NAY,1,569,House,105,
Klug,Republican,Wisconsin,NAY,1,569,House,105,
Knollenberg,Republican,Michigan,YEA,1,569,House,105,
Kolbe,Republican,Arizona,YEA,1,569,House,105,
Kucinich,Democratic,Ohio,NAY,1,569,House,105,
LaFalce,Democratic,New York,NAY,1,569,House,105,
LaHood,Republican,Illinois,NAY,1,569,House,105,
Lampson,Democratic,Texas,NAY,1,569,House,105,
Lantos,Democratic,California,NAY,1,569,House,105,
Largent,Republican,Oklahoma,YEA,1,569,House,105,
Latham,Republican,Iowa,YEA,1,569,House,105,
LaTourette,Republican,Ohio,YEA,1,569,House,105,
Lazio,Republican,New York,YEA,1,569,House,105,
Leach,Republican,Iowa,NAY,1,569,House,105,
Levin,Democratic,Michigan,NAY,1,569,House,105,
Lewis (CA),Republican,California,YEA,1,569,House,105,
Lewis (GA),Democratic,Georgia,NAY,1,569,House,105,
Lewis (KY),Republican,Kentucky,YEA,1,569,House,105,
Linder,Republican,Georgia,YEA,1,569,House,105,
Lipinski,Democratic,Illinois,YEA,1,569,House,105,
Livingston,Republican,Louisiana,YEA,1,569,House,105,
LoBiondo,Republican,New Jersey,NAY,1,569,House,105,
Lofgren,Democratic,California,NAY,1,569,House,105,
Lowey,Democratic,New York,NAY,1,569,House,105,
Lucas,Republican,Oklahoma,YEA,1,569,House,105,
Luther,Democratic,Minnesota,NAY,1,569,House,105,
Maloney (CT),Democratic,Connecticut,NAY,1,569,House,105,
Maloney (NY),Democratic,New York,NAY,1,569,House,105,
Manton,Democratic,New York,NAY,1,569,House,105,
Manzullo,Republican,Illinois,YEA,1,569,House,105,
Markey,Democratic,Massachusetts,NAY,1,569,House,105,
Martinez,Democratic,California,NAY,1,569,House,105,
Mascara,Democratic,Pennsylvania,NAY,1,569,House,105,
Matsui,Democratic,California,NAY,1,569,House,105,
McCarthy (MO),Democratic,Missouri,NAY,1,569,House,105,
McCarthy (NY),Democratic,New York,NAY,1,569,House,105,
McCollum,Republican,Florida,YEA,1,569,House,105,
McCrery,Republican,Louisiana,YEA,1,569,House,105,
McDade,Republican,Pennsylvania,NAY,1,569,House,105,
McDermott,Democratic,Washington,NAY,1,569,House,105,
McGovern,Democratic,Massachusetts,NAY,1,569,House,105,
McHale,Democratic,Pennsylvania,NAY,1,569,House,105,
McHugh,Republican,New York,NAY,1,569,House,105,
McInnis,Republican,Colorado,YEA,1,569,House,105,
McIntosh,Republican,Indiana,YEA,1,569,House,105,
McIntyre,Democratic,North Carolina,NAY,1,569,House,105,
McKeon,Republican,California,YEA,1,569,House,105,
McKinney,Democratic,Georgia,NAY,1,569,House,105,
McNulty,Democratic,New York,NOT VOTING,1,569,House,105,
