congress,chamber,state,district,party,id,last_name,first_name,middle_name,nick_name,icpsr,born,died,nominate_dim1,nominate_dim2,female,ngirls,nboys,nchildren,high_confidence,aauw_voting,aauw_all,aauw_women_voting,aauw_women_all,anygirls
114,House,NY,15,D,S000248,Serrano,Jose,E.,NA,29134,1943,NA,-0.491,-0.377,0,2,3,5,0,100,100,100,100,1
114,House,TX,32,R,S000250,Sessions,Pete,NA,NA,29759,1955,NA,0.586,0.17,0,0,2,2,0,22,22,0,0,0
114,NA,NA,NA,NA,S000320,Shelby,Richard,C.,NA,NA,NA,NA,NA,NA,0,0,2,2,0,NA,NA,NA,NA,0
114,House,CA,30,D,S000344,Sherman,Brad,NA,NA,29707,1954,NA,-0.342,-0.147,0,3,0,3,0,100,89,100,100,1
114,House,IL,15,R,S000364,Shimkus,John,M.,NA,29718,1958,NA,0.375,0.154,0,0,3,3,0,22,22,0,0,0
114,House,PA,9,R,S001154,Shuster,William,NA,Bill,20134,1961,NA,0.374,0.323,0,0,2,2,0,22,22,0,0,0
114,House,NJ,8,D,S001165,Sires,Albio,NA,NA,20542,1951,NA,-0.405,0.095,0,1,0,1,0,89,89,67,67,0
114,House,NY,25,D,S000480,Slaughter,Louise,McIntosh,NA,15444,1929,2018,-0.465,-0.104,1,3,0,3,1,100,100,100,100,1
114,House,NJ,4,R,S000522,Smith,Christopher,Henry,NA,14863,1953,NA,0.165,-0.168,0,2,2,4,0,33,33,33,33,1
114,House,TX,21,R,S000583,Smith,Lamar,Seeligson,NA,15445,1947,NA,0.425,0.061,0,1,1,2,0,25,22,0,0,0
114,House,WA,9,D,S000510,Smith,Adam,NA,NA,29768,1965,NA,-0.285,-0.162,0,1,1,2,0,100,78,100,67,0
114,House,NE,3,R,S001172,Smith,Adrian,NA,NA,20729,1970,NA,0.517,0.189,0,1,0,1,0,22,22,0,0,0
114,House,CA,14,D,S001175,Speier,Karen,Lorraine Jacqueline,Jackie,20762,1950,NA,-0.38,-0.44,1,1,1,2,0,100,89,100,100,0
114,NA,NA,NA,NA,S000770,Stabenow,Deborah,Ann,NA,NA,NA,NA,NA,NA,1,1,1,2,0,NA,NA,NA,NA,0
114,House,UT,2,R,S001192,Stewart,Chris,NA,NA,21367,1960,NA,0.525,0.155,0,2,4,6,0,22,22,0,0,1
114,House,OH,15,R,S001187,Stivers,Steve,NA,NA,21163,1965,NA,0.3,0.269,0,1,1,2,0,22,22,0,0,0
114,House,IN,3,R,S001188,Stutzman,Marlin,NA,NA,21100,1976,NA,0.742,-0.119,0,0,2,2,0,43,33,0,0,0
114,House,CA,15,D,S001193,Swalwell,Eric,NA,NA,21306,1980,NA,-0.368,-0.104,0,1,1,2,0,100,100,100,100,0
114,House,CA,38,D,S001156,Sanchez,Linda,T.,NA,20310,1969,NA,-0.508,-0.136,1,0,1,1,0,78,78,67,67,0
114,House,HI,1,D,T000473,Takai,Mark,NA,NA,21517,1967,2016,-0.363,-0.038,0,1,1,2,1,86,67,67,67,0
114,House,MS,2,D,T000193,Thompson,Bennie,NA,NA,29368,1948,NA,-0.516,0.399,0,1,0,1,0,78,78,67,67,0
114,House,PA,5,R,T000467,Thompson,Glenn,NA,NA,20946,1959,NA,0.315,0.394,0,0,3,3,0,22,22,0,0,0
114,House,CA,5,D,T000460,Thompson,Michael,NA,NA,29901,1951,NA,-0.395,0.066,0,0,2,2,0,88,78,50,33,0
114,House,TX,13,R,T000238,Thornberry,William,McClellan,Mac,29572,1958,NA,0.525,0.313,0,1,1,2,0,22,22,0,0,0
114,NA,NA,NA,NA,T000250,Thune,John,NA,NA,NA,NA,NA,NA,NA,0,2,0,2,0,NA,NA,NA,NA,1
114,House,OH,12,R,T000462,Tiberi,Patrick,NA,Pat,20130,1962,NA,0.386,-0.026,0,4,0,4,0,22,22,0,0,1
114,House,CO,3,R,T000470,Tipton,Scott,NA,NA,21111,1956,NA,0.451,-0.023,0,2,0,2,0,22,22,0,0,1
114,NA,NA,NA,NA,T000461,Toomey,Patrick,Joseph,NA,NA,NA,NA,NA,NA,0,1,1,2,0,NA,NA,NA,NA,0
114,House,CA,35,D,T000474,Torres,Norma,Judith,NA,21508,1965,NA,-0.36,0.033,1,0,3,3,0,86,67,67,67,0
114,House,MI,11,R,T000475,Trott,David,A.,NA,21528,1960,NA,0.369,0.257,0,2,1,3,0,22,22,0,0,1
114,House,MA,3,D,T000465,Tsongas,Nicola,S.,Niki,20754,1946,NA,-0.396,-0.199,1,3,0,3,0,86,67,67,67,1
114,House,OH,10,R,T000463,Turner,Michael,R.,NA,20342,1960,NA,0.273,0.212,0,2,0,2,0,22,22,0,0,1
114,NA,NA,NA,NA,U000039,Udall,Thomas,NA,Tom,NA,NA,NA,NA,NA,0,1,0,1,0,NA,NA,NA,NA,0
114,House,MI,6,R,U000031,Upton,Frederick,Stephen,NA,15446,1953,NA,0.332,-0.379,0,1,1,2,0,22,22,0,0,0
114,House,CA,21,R,V000129,Valadao,David,G.,NA,21307,1977,NA,0.253,0.415,0,1,2,3,0,22,22,0,0,0
114,House,MD,8,D,V000128,Van Hollen,Christopher,NA,NA,20330,1959,NA,-0.392,-0.21,0,1,2,3,0,100,100,100,100,0
114,House,CA,51,D,V000130,Vargas,Juan,NA,NA,21314,1961,NA,-0.401,0.097,0,2,0,2,0,100,100,100,100,1
114,House,TX,33,D,V000131,Veasey,Marc,NA,NA,21365,1971,NA,-0.402,0.285,0,0,1,1,0,100,100,100,100,0
114,House,IN,1,D,V000108,Visclosky,Peter,NA,NA,15124,1949,NA,-0.402,0.244,0,0,2,2,0,78,78,67,67,0
114,NA,NA,NA,NA,V000127,Vitter,David,NA,NA,NA,NA,NA,NA,NA,0,3,1,4,0,NA,NA,NA,NA,1
114,House,MO,2,R,W000812,Wagner,Ann,NA,NA,21337,1962,NA,0.437,0.145,1,1,2,3,0,25,22,0,0,0
114,House,MI,7,R,W000798,Walberg,Tim,NA,NA,20725,1951,NA,0.515,0.084,0,1,2,3,0,22,22,0,0,0
114,House,OR,2,R,W000791,Walden,Greg,NA,NA,29932,1957,NA,0.333,-0.011,0,0,1,1,0,22,22,0,0,0
114,House,NC,6,R,W000819,Walker,Bradley,Mark,NA,21543,1969,NA,0.641,0.017,0,2,1,3,0,22,22,0,0,1
114,House,CA,45,R,W000820,Walters,Mimi,NA,NA,21509,1962,NA,0.433,0.177,1,2,2,4,0,22,22,0,0,1
114,House,MN,1,D,W000799,Walz,Tim,NA,NA,20726,1964,NA,-0.275,0.131,0,1,1,2,0,89,89,67,67,0
114,House,FL,23,D,W000797,Wasserman Schultz,Debbie,NA,NA,20504,1966,NA,-0.421,0.069,1,2,1,3,0,100,100,100,100,1
114,House,CA,43,D,W000187,Waters,Maxine,NA,NA,29106,1938,NA,-0.653,-0.071,1,1,1,2,0,78,78,67,67,0
114,House,NJ,12,D,W000822,Watson Coleman,Bonnie,NA,NA,21538,1945,NA,-0.628,-0.138,1,0,1,1,0,89,89,100,100,0
114,House,TX,14,R,W000814,Weber,Randy,NA,NA,21360,1953,NA,0.714,0.027,0,1,2,3,0,22,22,0,0,0
114,House,FL,10,R,W000806,Webster,Daniel,A.,NA,21116,1949,NA,0.51,-0.047,0,2,4,6,0,22,22,0,0,1
114,House,OH,2,R,W000815,Wenstrup,Brad,NA,NA,21351,1958,NA,0.548,0.188,0,1,1,2,0,33,33,0,0,0
114,House,AR,4,R,W000821,Westerman,Bruce,Eugene,NA,21563,1967,NA,0.55,0.308,0,2,2,4,0,22,22,0,0,1
114,House,GA,3,R,W000796,Westmoreland,Lynn,A.,NA,20506,1950,NA,0.672,0.189,0,2,1,3,0,29,22,0,0,1
114,House,KY,1,R,W000413,Whitfield,Wayne,Edward,Ed,29525,1943,NA,0.303,0.182,0,1,0,1,0,22,22,0,0,0
114,NA,NA,NA,NA,W000437,Wicker,Roger,F.,NA,NA,NA,NA,NA,NA,0,2,1,3,0,NA,NA,NA,NA,1
114,House,TX,25,R,W000816,Williams,Roger,NA,NA,21364,1949,NA,0.585,0.112,0,2,0,2,0,22,22,0,0,1
114,House,SC,2,R,W000795,Wilson,Addison,Graves,Joe,20138,1947,NA,0.537,0.113,0,0,4,4,0,22,22,0,0,0
114,House,FL,24,D,W000808,Wilson,Frederica,NA,NA,21118,1942,NA,-0.477,-0.016,1,2,1,3,0,100,78,100,100,1
114,House,VA,1,R,W000804,Wittman,Robert,J.,NA,20756,1959,NA,0.446,-0.016,0,1,1,2,0,22,22,0,0,0
114,House,AR,3,R,W000809,Womack,Steve,NA,NA,21108,1957,NA,0.355,0.579,0,0,1,1,0,22,22,0,0,0
114,NA,NA,NA,NA,W000779,Wyden,Ronald,Lee,NA,NA,NA,NA,NA,NA,0,3,2,5,0,NA,NA,NA,NA,1
114,House,KY,3,D,Y000062,Yarmuth,John,NA,NA,20723,1947,NA,-0.378,-0.27,0,0,1,1,0,100,100,100,100,0
114,House,KS,3,R,Y000063,Yoder,Kevin,NA,NA,21135,1976,NA,0.558,0.03,0,2,0,2,0,22,22,0,0,1
114,House,FL,3,R,Y000065,Yoho,Ted,NA,NA,21317,1955,NA,0.704,-0.365,0,2,1,3,0,33,33,0,0,1
114,House,AK,1,R,Y000033,Young,Donald,Edwin,NA,14066,1933,NA,0.284,0.021,0,2,0,2,0,22,22,0,0,1
114,House,IN,9,R,Y000064,Young,Todd,NA,NA,21133,1972,NA,0.472,-0.016,0,3,1,4,0,22,22,0,0,1
114,House,NY,1,R,Z000017,Zeldin,Lee,M,NA,21539,1980,NA,0.389,-0.128,0,2,0,2,0,22,22,0,0,1
114,House,MT,1,R,Z000018,Zinke,Ryan,NA,NA,21532,1961,NA,0.412,-0.097,0,1,2,3,0,22,22,0,0,0
115,House,LA,5,R,A000374,Abraham,Ralph,NA,NA,21522,1954,NA,0.541,0.257,0,2,1,3,0,0,0,0,0,1
115,House,NC,12,D,A000370,Adams,Alma,NA,NA,21545,1946,NA,-0.466,0.014,1,1,1,2,0,100,100,100,100,0
115,House,AL,4,R,A000055,Aderholt,Robert,NA,NA,29701,1965,NA,0.372,0.589,0,1,1,2,0,0,0,0,0,0
115,House,CA,31,D,A000371,Aguilar,Peter,Rey,NA,21506,1979,NA,-0.292,0.136,0,0,2,2,0,100,100,100,100,0
115,House,GA,12,R,A000372,Allen,Rick,W.,NA,21516,1951,NA,0.686,0.286,0,3,1,4,0,0,0,0,0,1
115,House,MI,3,R,A000367,Amash,Justin,NA,NA,21143,1980,NA,0.654,-0.757,0,2,1,3,0,0,0,0,0,1
115,House,NV,2,R,A000369,Amodei,Mark,E.,NA,21196,1958,NA,0.381,0.201,0,2,0,2,0,0,0,0,0,1
115,House,TX,19,R,A000375,Arrington,Jodey,Cook,NA,21700,1972,NA,0.639,-0.074,0,1,2,3,0,0,0,0,0,0
115,House,TX,36,R,B001291,Babin,Brian,NA,NA,21551,1948,NA,0.703,0.1,0,3,2,5,0,0,0,0,0,1
115,House,NE,2,R,B001298,Bacon,Donald,J.,NA,21701,1963,NA,0.387,-0.095,0,2,2,4,0,0,0,0,0,1
115,House,OH,12,R,B001306,Balderson,Troy,NA,NA,21759,1962,NA,0.413,0.444,0,0,1,1,0,0,0,0,0,0
115,House,IN,3,R,B001299,Banks,James,E.,NA,21702,1979,NA,0.637,-0.017,0,3,0,3,0,0,0,0,0,1
115,House,PA,11,R,B001269,Barletta,Lou,NA,NA,21171,1956,NA,0.278,0.393,0,4,0,4,0,0,0,0,0,1
115,House,KY,6,R,B001282,Barr,Garland,H.,Andy,21333,1973,NA,0.49,0.302,0,2,0,2,0,0,0,0,0,1
115,House,TX,6,R,B000213,Barton,Joe,Linus,NA,15085,1949,NA,0.528,0.047,0,2,2,4,0,20,17,0,0,1
115,House,CA,37,D,B001270,Bass,Karen,NA,NA,21110,1953,NA,-0.586,-0.106,1,1,0,1,0,100,83,100,67,0
115,House,OH,3,D,B001281,Beatty,Joyce,NA,NA,21352,1950,NA,-0.432,0.059,1,1,1,2,0,100,100,100,100,0
115,House,CA,34,D,B000287,Becerra,Xavier,NA,NA,29316,1958,NA,-0.512,-0.283,0,3,0,3,0,0,0,0,0,1
115,House,CA,7,D,B001287,Bera,Ami,NA,NA,21304,1965,NA,-0.233,0.016,0,1,0,1,0,100,100,100,100,0
115,House,MI,1,R,B001301,Bergman,John,NA,NA,21704,1947,NA,0.434,0.074,0,2,1,3,0,0,0,0,0,1
115,House,VA,8,D,B001292,Beyer,Donald,Sternoff,NA,21554,1950,NA,-0.386,-0.041,0,3,1,4,0,100,100,100,100,1
115,House,AZ,5,R,B001302,Biggs,Andrew,S.,NA,21705,1958,NA,0.883,-0.469,0,3,3,6,0,17,17,0,0,1
115,House,FL,12,R,B001257,Bilirakis,Gus,NA,NA,20758,1963,NA,0.404,0.025,0,0,4,4,0,0,0,0,0,0
115,House,MI,8,R,B001293,Bishop,Michael,Dean,NA,21527,1967,NA,0.451,0.095,0,1,2,3,0,0,0,0,0,0
115,House,GA,2,D,B000490,Bishop,Sanford,Dixon,NA,29339,1947,NA,-0.283,0.463,0,1,0,1,0,100,83,100,67,0
115,House,UT,1,R,B001250,Bishop,Robert,NA,Rob,20357,1951,NA,0.537,0.105,0,1,4,5,0,0,0,0,0,0
115,House,TN,6,R,B001273,Black,Diane,NA,NA,21180,1951,NA,0.58,0.219,1,2,1,3,0,0,0,0,0,1
115,House,TN,7,R,B001243,Blackburn,Marsha,NA,NA,20351,1952,NA,0.622,0.137,1,1,1,2,0,0,0,0,0,0
115,House,IA,1,R,B001294,Blum,Rod,NA,NA,21520,1955,NA,0.527,-0.488,0,1,4,5,0,0,0,0,0,0
115,House,OR,3,D,B000574,Blumenauer,Earl,NA,NA,29588,1948,NA,-0.428,-0.67,0,1,1,2,0,100,100,100,100,0
115,NA,NA,NA,NA,B000575,Blunt,Roy,NA,NA,NA,NA,NA,NA,NA,0,1,2,3,0,NA,NA,NA,NA,0
115,House,DE,1,D,B001303,Blunt Rochester,Lisa,NA,NA,21706,1962,NA,-0.335,-0.122,1,1,1,2,0,100,100,100,100,0
115,House,OR,1,D,B001278,Bonamici,Suzanne,NA,NA,21198,1954,NA,-0.394,-0.403,1,1,1,2,0,100,100,100,100,0
115,NA,NA,NA,NA,B001236,Boozman,John,NA,NA,NA,NA,NA,NA,NA,0,3,0,3,0,NA,NA,NA,NA,1
115,House,IL,12,R,B001295,Bost,Mike,NA,NA,21519,1960,NA,0.274,0.493,0,2,1,3,0,17,17,33,33,1
115,House,PA,13,D,B001296,Boyle,Brendan,Francis,NA,21548,1977,NA,-0.399,0.127,0,1,0,1,0,100,100,100,100,0
115,House,PA,1,D,B001227,Brady,Robert,A.,NA,29777,1945,NA,-0.484,0.225,0,1,1,2,0,100,100,100,100,0
115,House,TX,8,R,B000755,Brady,Kevin,Patrick,NA,29760,1955,NA,0.523,0.219,0,0,2,2,0,0,0,0,0,0
115,House,VA,7,R,B001290,Brat,David,A.,NA,21553,1964,NA,0.829,-0.325,0,1,1,2,0,0,0,0,0,0
115,House,OK,1,R,B001283,Bridenstine,Jim,NA,NA,21354,1975,NA,0.689,-0.157,0,1,2,3,0,0,0,0,0,0
115,House,AL,5,R,B001274,Brooks,Mo,NA,NA,21193,1954,NA,0.651,-0.44,0,2,2,4,0,0,0,0,0,1
115,House,IN,5,R,B001284,Brooks,Susan,NA,NA,21331,1960,NA,0.352,0.217,1,1,1,2,0,0,0,0,0,0
115,House,MD,4,D,B001304,Brown,Anthony,Gregory,NA,21707,1961,NA,-0.336,-0.134,0,1,1,2,0,100,100,100,100,0
115,NA,NA,NA,NA,B000944,Brown,Sherrod,NA,NA,NA,NA,NA,NA,NA,0,2,0,2,0,NA,NA,NA,NA,1
115,House,CA,26,D,B001285,Brownley,Julia,NA,NA,21308,1952,NA,-0.286,0.052,1,1,1,2,0,100,100,100,100,0
115,House,FL,16,R,B001260,Buchanan,Vernon,G.,NA,20709,1951,NA,0.359,-0.129,0,0,2,2,0,0,0,0,0,0
115,House,CO,4,R,B001297,Buck,Kenneth,Robert,NA,21510,1959,NA,0.738,-0.462,0,1,1,2,0,0,0,0,0,0
115,House,IN,8,R,B001275,Bucshon,Larry,NA,NA,21132,1962,NA,0.406,0.255,0,2,2,4,0,0,0,0,0,1
115,House,NC,13,R,B001305,Budd,Theodore,Paul,NA,21708,1971,NA,0.676,-0.152,0,2,1,3,0,0,0,0,0,1
115,House,TX,26,R,B001248,Burgess,Michael,C.,NA,20355,1950,NA,0.574,-0.202,0,1,2,3,0,0,0,0,0,0
115,NA,NA,NA,NA,B001135,Burr,Richard,M.,NA,NA,NA,NA,NA,NA,0,0,2,2,0,NA,NA,NA,NA,0
115,House,IL,17,D,B001286,Bustos,Cheri,NA,NA,21329,1961,NA,-0.239,0.042,1,0,3,3,0,100,100,100,100,0
115,House,NC,1,D,B001251,Butterfield,George,Kenneth,G.K.,20340,1947,NA,-0.404,0.182,0,3,0,3,0,100,83,100,67,1
115,House,AL,1,R,B001289,Byrne,Bradley,NA,NA,21376,1955,NA,0.61,0.25,0,2,2,4,0,0,0,0,0,1
115,NA,NA,NA,NA,C001047,Capito,Shelley,Moore,NA,NA,NA,NA,NA,NA,1,1,2,3,0,NA,NA,NA,NA,0
115,House,MA,7,D,C001037,Capuano,Michael,Everett,NA,29919,1952,NA,-0.58,-0.082,0,0,2,2,0,100,100,100,100,0
115,House,CA,24,D,C001112,Carbajal,Salud,NA,NA,21709,1964,NA,-0.301,0.14,0,1,1,2,0,100,100,100,100,0
115,NA,NA,NA,NA,C000141,Cardin,Benjamin,Louis,NA,NA,NA,NA,NA,NA,0,1,1,2,0,NA,NA,NA,NA,0
115,NA,NA,NA,NA,C000174,Carper,Thomas,Richard,NA,NA,NA,NA,NA,NA,0,0,2,2,0,NA,NA,NA,NA,0
115,House,IN,7,D,C001072,Carson,Andre,NA,NA,20757,1974,NA,-0.431,0.06,0,1,0,1,0,100,100,100,100,0
115,House,TX,31,R,C001051,Carter,John,R.,NA,20356,1941,NA,0.473,0.599,0,2,2,4,0,0,0,0,0,1
115,House,GA,1,R,C001103,Carter,Buddy,NA,NA,21513,1957,NA,0.584,0.262,0,0,3,3,0,0,0,0,0,0
115,House,PA,17,D,C001090,Cartwright,Matt,NA,NA,21358,1961,NA,-0.366,-0.04,0,0,2,2,0,100,100,100,100,0
115,NA,NA,NA,NA,C001075,Cassidy,Bill,NA,NA,NA,NA,NA,NA,NA,0,2,1,3,0,NA,NA,NA,NA,1
115,House,FL,14,D,C001066,Castor,Kathy,NA,NA,20708,1966,NA,-0.438,0.045,1,2,0,2,0,100,100,100,100,1
115,House,TX,20,D,C001091,Castro,Joaquin,NA,NA,21362,1974,NA,-0.4,-0.024,0,1,1,2,0,100,100,100,100,0
115,House,OH,1,R,C000266,Chabot,Steve,NA,NA,29550,1953,NA,0.567,-0.197,0,1,1,2,0,0,0,0,0,0
115,House,UT,3,R,C001076,Chaffetz,Jason,NA,NA,20949,1967,NA,0.647,-0.278,0,2,1,3,0,0,0,0,0,1
115,House,WY,1,R,C001109,Cheney,Liz,NA,NA,21710,1966,NA,0.511,0.402,1,3,2,5,0,0,0,0,0,1
115,House,MA,5,D,C001101,Clark,Katherine,M.,NA,21375,1963,NA,-0.483,-0.371,1,1,2,3,0,100,100,100,100,0
115,House,MO,1,D,C001049,Clay,William,Lacy,NA,20147,1956,NA,-0.481,-0.078,0,1,1,2,0,100,100,100,100,0
115,House,MO,5,D,C001061,Cleaver,Emanuel,NA,NA,20517,1944,NA,-0.453,0.013,0,1,3,4,0,100,100,100,100,0
115,House,TX,27,R,C001115,Cloud,Michael,NA,NA,21758,1975,NA,0.667,-0.254,0,1,2,3,0,0,0,0,0,0
115,House,SC,6,D,C000537,Clyburn,James,Enos,NA,39301,1940,NA,-0.464,0.254,0,3,0,3,0,100,83,100,67,1
115,House,OK,4,R,C001053,Cole,Tom,NA,NA,20344,1949,NA,0.332,0.363,0,0,1,1,0,0,0,0,0,0
115,House,NY,27,R,C001092,Collins,Chris,NA,NA,21345,1950,NA,0.357,0.236,0,1,1,2,0,0,0,0,0,0
115,House,GA,9,R,C001093,Collins,Doug,NA,NA,21323,1966,NA,0.61,0.134,0,1,2,3,0,0,0,0,0,0
115,House,KY,1,R,C001108,Comer,James,NA,NA,21565,1972,NA,0.613,-0.008,0,2,1,3,0,0,0,0,0,1
115,House,VA,10,R,C001105,Comstock,Barbara,J.,NA,21555,1959,NA,0.276,0.389,1,1,2,3,0,20,17,0,0,0
115,House,TX,11,R,C001062,Conaway,K.,Michael,NA,20531,1948,NA,0.593,0.367,0,1,1,2,0,0,0,0,0,0
115,House,VA,11,D,C001078,Connolly,Gerald,E.,Gerry,20952,1950,NA,-0.306,-0.013,0,1,0,1,0,100,100,100,100,0
115,House,MI,13,D,C000714,Conyers,John,NA,NA,10713,1929,NA,-0.658,-0.512,0,0,2,2,1,100,100,100,100,0
115,House,TN,5,D,C000754,Cooper,James,Hayes Shofner,NA,15019,1954,NA,-0.163,-0.031,0,1,2,3,0,100,100,100,100,0
115,House,CA,46,D,C001110,Correa,Jose,Luis,NA,21711,1958,NA,-0.282,0.301,0,1,3,4,0,100,100,100,100,0
115,House,PA,6,R,C001106,Costello,Ryan,NA,NA,21547,1976,NA,0.217,-0.055,0,0,1,1,0,17,17,0,0,0
115,NA,NA,NA,NA,C001095,Cotton,Tom,NA,Tom,NA,NA,NA,NA,NA,0,0,1,1,0,NA,NA,NA,NA,0
115,House,CT,2,D,C001069,Courtney,Joe,NA,NA,20706,1953,NA,-0.344,0.017,0,1,1,2,0,100,100,100,100,0
115,House,ND,1,R,C001096,Cramer,Kevin,NA,NA,21350,1961,NA,0.39,0.296,0,2,3,5,0,0,0,0,0,1
115,NA,NA,NA,NA,C000880,Crapo,Michael,Dean,NA,NA,NA,NA,NA,NA,0,3,2,5,0,NA,NA,NA,NA,1
115,House,AR,1,R,C001087,Crawford,Rick,NA,NA,21106,1966,NA,0.421,0.495,0,1,1,2,0,0,0,0,0,0
115,House,NY,14,D,C001038,Crowley,Joseph,NA,NA,29925,1962,NA,-0.412,-0.07,0,1,2,3,0,100,100,100,100,0
115,House,TX,28,D,C001063,Cuellar,Henry,NA,NA,20533,1955,NA,-0.228,0.622,0,2,0,2,0,100,100,100,100,1
115,House,TX,7,R,C001048,Culberson,John,NA,NA,20139,1956,NA,0.503,0.366,0,1,0,1,0,0,0,0,0,0
115,House,MD,7,D,C000984,Cummings,Elijah,Eugene,NA,29587,1951,NA,-0.438,-0.148,0,2,1,3,1,100,100,100,100,1
115,House,FL,26,R,C001107,Curbelo,Carlos,NA,NA,21512,1980,NA,0.211,-0.185,0,2,0,2,0,20,17,0,0,1
115,House,UT,3,R,C001114,Curtis,John,R.,NA,21755,1960,NA,0.523,0.01,0,3,3,6,0,0,0,0,0,1
115,House,CA,29,D,C001097,Cardenas,Tony,NA,NA,21309,1963,NA,-0.383,0.02,0,1,2,3,0,100,100,100,100,0
115,NA,NA,NA,NA,D000618,Daines,Steve,NA,NA,NA,NA,NA,NA,NA,0,2,2,4,0,NA,NA,NA,NA,1
115,House,OH,8,R,D000626,Davidson,Warren,NA,NA,21564,1970,NA,0.693,-0.37,0,1,1,2,0,0,0,0,0,0
115,House,CA,53,D,D000598,Davis,Susan,A.,NA,20108,1944,NA,-0.343,-0.103,1,0,2,2,0,100,100,100,100,0
115,House,IL,7,D,D000096,Davis,Danny,K.,NA,29717,1941,NA,-0.486,-0.262,0,1,1,2,0,100,100,100,100,0
115,House,IL,13,R,D000619,Davis,Rodney,NA,NA,21328,1970,NA,0.274,0.174,0,1,2,3,0,0,0,0,0,0
115,House,CO,1,D,D000197,Degette,Diana,NA,NA,29710,1957,NA,-0.431,-0.31,1,2,0,2,0,100,100,100,100,1
115,House,MD,6,D,D000620,Delaney,John,NA,NA,21334,1963,NA,-0.276,0.041,0,4,0,4,0,100,100,100,100,1
115,House,CT,3,D,D000216,Delauro,Rosa,L.,NA,29109,1943,NA,-0.416,-0.117,1,2,1,3,0,80,67,50,33,1
115,House,WA,1,D,D000617,Delbene,Suzan,K.,NA,31101,1962,NA,-0.282,-0.228,1,1,1,2,0,100,100,100,100,0
115,House,FL,10,D,D000627,Demings,Valdez,NA,NA,21713,1957,NA,-0.338,-0.104,1,0,3,3,0,100,100,100,100,0
115,House,CA,10,R,D000612,Denham,Jeff,NA,NA,21109,1967,NA,0.306,0.212,0,1,1,2,0,17,17,0,0,0
115,House,PA,15,R,D000604,Dent,Charles,W.,NA,20526,1960,NA,0.244,-0.085,0,1,2,3,0,33,33,33,33,0
115,House,FL,6,R,D000621,Desantis,Ron,NA,NA,21318,1978,NA,0.663,-0.105,0,2,1,3,0,0,0,0,0,1
115,House,CA,11,D,D000623,Desaulnier,Mark,James,NA,21504,1952,NA,-0.53,-0.371,0,0,2,2,0,100,100,100,100,0
115,House,TN,4,R,D000616,Desjarlais,Scott,NA,NA,21179,1964,NA,0.583,-0.082,0,1,1,2,0,0,0,0,0,0
115,House,FL,22,D,D000610,Deutch,Theodore,E.,Ted,20959,1966,NA,-0.399,-0.093,0,2,1,3,0,100,100,100,100,1
115,House,MI,12,D,D000624,Dingell,Debbie,NA,NA,21529,1953,NA,-0.408,-0.13,1,2,2,4,0,100,100,100,100,1
115,House,TX,35,D,D000399,Doggett,Lloyd,Alton,NA,29571,1946,NA,-0.402,-0.313,0,2,0,2,0,100,100,100,100,1
115,NA,NA,NA,NA,D000607,Donnelly,Joe,NA,NA,NA,NA,NA,NA,NA,0,1,2,2,0,NA,NA,NA,NA,0
115,House,NY,11,R,D000625,Donovan,Daniel,M.,NA,21560,1956,NA,0.227,0.095,0,1,0,1,0,33,33,0,0,0
115,House,PA,14,D,D000482,Doyle,Michael,F.,NA,29561,1953,NA,-0.331,0.111,0,1,3,4,0,100,100,100,100,0
115,NA,NA,NA,NA,D000622,Duckworth,Tammy,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,NA,NA,NA,NA,0
115,House,WI,7,R,D000614,Duffy,Sean,NA,NA,21189,1971,NA,0.511,-0.109,0,5,3,8,0,0,0,0,0,1
115,House,TN,2,R,D000533,Duncan,John,J.,NA,15455,1947,NA,0.604,-0.476,0,2,2,4,0,0,0,0,0,1
115,House,SC,3,R,D000615,Duncan,Jeff,NA,NA,21174,1966,NA,0.734,-0.172,0,0,3,3,0,0,0,0,0,0
115,House,FL,2,R,D000628,Dunn,Neal,Patrick,NA,21714,1953,NA,0.531,0.225,0,0,3,3,0,0,0,0,0,0
115,NA,NA,NA,NA,D000563,Durbin,Richard,Joseph,NA,NA,NA,NA,NA,NA,0,2,1,3,0,NA,NA,NA,NA,1
115,House,MN,5,D,E000288,Ellison,Keith,NA,NA,20727,1963,NA,-0.537,-0.58,0,1,3,4,0,100,100,100,100,0
115,House,MN,6,R,E000294,Emmer,Thomas,Earl,NA,21531,1961,NA,0.456,-0.065,0,1,6,7,0,0,0,0,0,0
115,House,NY,16,D,E000179,Engel,Eliot,Lance,NA,15603,1947,NA,-0.408,-0.093,0,1,2,3,0,100,100,100,100,0
115,House,CA,18,D,E000215,Eshoo,Anna,Georges,NA,29312,1942,NA,-0.381,-0.425,1,1,1,2,0,100,100,100,100,0
115,House,NY,13,D,E000297,Espaillat,Adriano,J.,NA,21715,1954,NA,-0.62,-0.178,0,1,1,2,0,100,100,100,100,0
115,House,KS,4,R,E000298,Estes,Ron,NA,NA,21750,1956,NA,0.613,0.073,0,2,1,3,0,0,0,0,0,1
115,House,CT,5,D,E000293,Esty,Elizabeth,NA,NA,21316,1959,NA,-0.315,-0.078,1,1,2,3,0,100,100,100,100,0
115,House,TX,27,R,F000460,Farenthold,Blake,NA,NA,21184,1961,NA,0.548,0.016,0,2,0,2,0,0,0,0,0,1
